title,main_genre,belongs_to_collection,budget,revenue,production_companies,vote_average,popularity,runtime,cast_size,crew_size,cast_tr,director_tr,production_company_tr,English,title_length,rel_year,rel_month
Life or Something Like It,Comedy,False,40.0,16.872671,6.0,5.7,6.332398,103.0,12,11,837.7694450000001,627.450869,1308.77426,True,21,2002,April
Spider-Man,Fantasy,True,139.0,821.7085509999998,2.0,6.8,29.413341,121.0,71,126,1689.357301,114.762648,4357.406655000001,True,10,2002,May
The Star,War,False,1.3,0.809,2.0,5.0,0.321524,97.0,6,5,0.0,0.0,0.0,False,7,2002,May
Na Tum Jaano Na Hum,Drama,False,0.35,6.1,2.0,4.4,0.736613,151.0,11,6,4.722791,0.0,0.0,False,15,2002,May
Unfaithful,Thriller,False,50.0,119.137784,4.0,6.3,8.96839,124.0,12,26,2315.087892,717.842077,1325.646931,True,10,2002,May
Star Wars: Episode II - Attack of the Clones,Adventure,True,120.0,649.398328,1.0,6.4,14.072511,142.0,42,20,2317.271834,1842.152565,4355.854174,True,36,2002,May
Raising Victor Vargas,Drama,False,0.8,2.816116,,7.8,1.178723,88.0,9,3,0.0,0.0,,True,19,2002,May
The Spanish Apartment,Drama,True,5.3,3.897799,1.0,7.0,5.94395,122.0,20,11,179.04821800000002,0.0,0.0,False,19,2002,May
Insomnia,Crime,False,46.0,113.71483,3.0,6.8,11.424974,118.0,25,40,4690.345333,39.771578000000005,0.0,True,8,2002,May
Enough,Drama,False,38.0,51.801187,1.0,6.2,6.6812869999999975,114.0,25,64,689.6441799999999,617.206528,46.836394,True,6,2002,May
Spirit: Stallion of the Cimarron,Other,False,80.0,122.563539,2.0,7.4,16.724836,83.0,15,25,1696.548156,0.0,3956.830687,True,28,2002,May
The Sum of All Fears,Thriller,True,68.0,193.0,5.0,5.9,9.268136,124.0,21,135,3557.85077,189.664316,19451.444601,True,16,2002,May
Undercover Brother,Action,False,25.0,41.604473,1.0,5.5,5.00725,86.0,11,13,324.864418,34.57378,16965.736648000002,True,17,2002,May
Bad Company,Action,False,70.0,65.977295,3.0,5.4,9.540021,116.0,17,24,1640.743155,1140.174009,2001.7910050000005,True,10,2002,June
The Legend of Bhagat Singh,Drama,False,3.0,6.0,,7.2,0.904409,155.0,10,2,6.0,0.0,,False,22,2002,June
Windtalkers,Drama,False,115.0,77.628265,2.0,5.8,7.455875,134.0,10,35,1821.737463,1025.296886,0.0,True,11,2002,June
Scooby-Doo,Mystery,True,84.0,275.650703,3.0,5.4,8.592825999999999,88.0,11,118,531.7572270000001,337.607183,223.91740300000004,True,10,2002,June
The Bourne Identity,Action,True,60.0,214.034224,5.0,7.3,21.040126,119.0,51,147,1677.985955,32.957543999999984,17007.341121,True,17,2002,June
Minority Report,Action,False,102.0,358.37292599999995,7.0,7.1,20.666063,145.0,23,156,3973.894553,5644.340269,4079.394226,True,14,2002,June
Dahmer,Drama,False,0.25,0.144008,4.0,5.2,3.66229,101.0,22,16,16.929123,0.0,0.0,True,6,2002,June
Lilo & Stitch,Animation,True,80.0,145.771527,2.0,7.1,18.469238,85.0,11,33,38.316857,0.0,7638.091961,True,11,2002,June
Mr. Deeds,Comedy,False,50.0,171.26953500000005,4.0,5.6,6.674356,96.0,13,12,1379.4483650000002,17.689177,5092.954391,True,8,2002,June
Halloween: Resurrection,Horror,True,13.0,37.664855,1.0,4.5,8.502529,94.0,30,6,910.945546,36.913684,350.244858,True,22,2002,July
The Powerpuff Girls Movie,Animation,False,10.0,11.411644,3.0,5.6,5.024458999999999,77.0,8,17,158.77604399999998,0.0,3.566637,True,22,2002,July
Men in Black II,Action,True,140.0,441.818803,4.0,6.1,16.775716,88.0,23,147,4514.352126999999,1186.6584709999995,5179.115206,True,12,2002,July
Reign of Fire,Adventure,False,60.0,43.061982,5.0,6.0,13.067306,101.0,15,122,1173.229255,192.04857600000005,145.793296,True,11,2002,July
Road to Perdition,Thriller,False,80.0,181.001478,3.0,7.3,13.426684,117.0,32,117,4576.742025,356.2966009999999,4437.767151999999,True,15,2002,July
Stuart Little 2,Family,True,120.0,169.956806,2.0,5.4,9.274909,78.0,14,10,2825.04223,300.135367,5620.934009,True,13,2002,July
K-19: The Widowmaker,Drama,False,100.0,35.168966,6.0,6.1,7.718723,138.0,29,15,6874.955409,91.60037899999998,19644.444601,True,18,2002,July
Austin Powers in Goldmember,Comedy,True,63.0,296.655431,5.0,5.9,8.786653,94.0,114,144,1180.4059589999997,717.956263,5264.223926,True,24,2002,July
Martin Lawrence Live: Runteldat,Comedy,False,3.0,19.184015,,5.0,0.527297,113.0,1,10,532.8559909999999,0.0,,True,28,2002,August
Antikiller,Action,True,5.0,0.340312,,4.8,0.191539,113.0,14,3,0.0,0.0,,False,10,2002,August
Signs,Drama,False,72.0,408.247917,3.0,6.4,11.211568,106.0,15,88,4059.25628,920.924413,0.0,True,5,2002,August
Full Frontal,Comedy,False,2.0,2.506446,3.0,4.8,2.1866830000000004,96.0,17,21,360.713258,995.442831,2913.7892880000004,True,11,2002,August
Blood Work,Crime,False,50.0,26.199517,2.0,6.1,5.852263,110.0,18,33,2779.884304,1023.175914,525.592003,True,9,2002,August
Spy Kids 2: The Island of Lost Dreams,Action,True,38.0,119.723358,1.0,5.3,7.164130999999999,100.0,28,64,975.817621,241.500482,387.909713,True,30,2002,August
Blue Crush,Adventure,True,25.0,51.842679,4.0,5.6,6.4557379999999975,104.0,15,18,348.84314900000004,16.929122999999997,2274.208623,True,9,2002,August
FearDotCom,Horror,False,40.0,18.902015,8.0,3.2,5.160215,101.0,20,63,299.76196400000003,40.846082,0.0,True,10,2002,August
xXx,Action,True,70.0,277.448382,3.0,5.8,12.722381,124.0,20,139,2247.975836,580.284692,5790.890815000001,True,3,2002,August
The Adventures of Pluto Nash,Action,False,100.0,7.103973,4.0,4.4,8.903754,95.0,14,9,3554.765955,244.19533099999995,2275.655806,True,24,2002,August
Serving Sara,Comedy,False,29.0,16.930185,1.0,5.0,10.16841,100.0,7,10,333.907601,110.18599999999998,19679.613567,True,11,2002,August
One Hour Photo,Horror,False,12.0,52.223306,2.0,6.6,10.753445,96.0,24,39,3751.928267,0.0,170.434607,True,12,2002,August
Undisputed,Action,True,20.0,12.398628,2.0,6.1,13.35278,96.0,21,3,1185.298806,458.297228,2916.2957340000003,True,10,2002,August
Frida,Drama,False,12.0,56.298474,4.0,7.3,11.283472,123.0,14,27,244.973956,0.0,2928.694362,True,5,2002,August
Ken Park,Drama,False,1.3,0.447741,4.0,5.7,12.630419,97.0,13,16,0.0,0.0,0.0,True,7,2002,August
Far from Heaven,Drama,False,13.5,29.02791400000001,1.0,6.9,10.107519,107.0,10,14,1684.464822,1.6633120000000012,0.0,True,13,2002,September
Naqoyqatsi,Documentary,True,3.0,0.013308,4.0,6.1,2.850011,89.0,0,9,,2.3131160000000004,2984.992836,True,10,2002,September
City By The Sea,Crime,False,40.0,22.433915,5.0,5.7,3.903016000000002,108.0,8,2,2324.104588,203.832153,14.978281000000004,True,12,2002,September
Swimfan,Drama,False,8.5,34.41124,5.0,5.0,8.421411,84.0,32,110,136.80694,0.0,14064.21044,True,7,2002,September
The Four Feathers,War,False,35.0,29.882645,6.0,6.5,6.894153,132.0,49,15,483.813535,82.151041,19696.543752,True,15,2002,September
Moonlight Mile,Romance,False,21.0,10.01105,5.0,6.4,14.074906,117.0,16,16,2253.105383,486.613308,13.1,True,13,2002,September
Phone Booth,Thriller,False,13.0,97.837138,1.0,6.7,9.142772,81.0,10,12,1123.723198,1206.151304,294.303246,True,10,2002,September
Igby Goes Down,Comedy,False,9.0,4.777465,1.0,6.5,5.536107,97.0,15,13,2322.545997,0.0,5425.732387,True,12,2002,September
Trapped,Action,False,30.0,6.916869,3.0,5.8,5.781667,106.0,15,15,1655.4027550000003,216.214906,16.511736,True,7,2002,September
Men with Brooms,Comedy,False,7.5,4.24587,,4.6,1.418177,102.0,12,1,244.391404,0.0,,True,13,2002,September
Ballistic: Ecks vs. Sever,Action,False,70.0,19.924033,6.0,4.3,9.094558,91.0,5,15,1329.92451,0.0,113.84473799999998,True,22,2002,September
The Pianist,Drama,False,35.0,120.072577,16.0,8.1,14.811594,150.0,74,45,99.584565,142.93990399999998,78.618978,True,10,2002,September
Sweet Home Alabama,Comedy,False,30.0,180.622424,1.0,6.1,8.587129,108.0,16,35,273.9172659999999,95.1872,2875.36911,True,16,2002,September
Mondays in the Sun,Drama,False,4.0,0.146402,11.0,7.0,2.061389,113.0,11,13,10.060092,0.0,51.00155,False,15,2002,September
Red Dragon,Crime,True,78.0,209.196298,2.0,6.7,2.968157,124.0,15,9,2870.454928,591.7126659999999,17221.375345,True,9,2002,September
Boat Trip,Comedy,False,20.0,8.586376,2.0,4.7,6.515316,94.0,13,30,560.25606,0.0,25.023434,True,8,2002,October
The Transporter,Action,True,21.0,43.928932,4.0,6.6,13.217421,92.0,14,24,86.71083200000001,0.0,0.0,True,14,2002,October
Possession,Drama,False,25.0,10.113733,3.0,6.5,4.439325,102.0,20,9,1615.697864,4.710749,37.41219600000001,True,10,2002,October
Brown Sugar,Comedy,False,8.0,27.362712,,7.0,3.142874,109.0,22,2,131.30619000000002,25.059640000000005,,True,10,2002,October
Bowling for Columbine,Documentary,False,4.0,35.564473,7.0,7.3,11.393859,120.0,21,23,7.4264420000000015,7.604545999999999,2.8567120000000017,True,19,2002,October
Swept Away,Comedy,False,10.0,0.598645,3.0,4.8,3.492576,89.0,6,16,636.9945990000001,87.45544100000001,14.010832,True,9,2002,October
Tuck Everlasting,Drama,False,15.0,19.158074,1.0,6.4,5.951492,90.0,8,1,605.9939340000001,0.0,7783.863488,True,15,2002,October
Abandon,Drama,False,25.0,10.719357,3.0,4.6,3.485213,99.0,14,3,324.73196799999994,0.0,19726.426397,True,7,2002,October
Auto Focus,Drama,False,7.0,2.062066,3.0,6.1,7.936578,104.0,23,6,2139.386652,37.34195,215.991696,True,9,2002,October
The Ring,Horror,True,48.0,249.348933,3.0,6.5,13.740965,115.0,15,131,24.34500300000002,270.262422,4618.76863,True,7,2002,October
Jackass: The Movie,Documentary,True,5.0,64.282312,4.0,6.1,14.095586,87.0,32,15,0.0,0.0,19737.145754,True,16,2002,October
Punch-Drunk Love,Comedy,False,25.0,17.0,3.0,6.9,6.7539690000000006,95.0,25,15,1019.067982,91.775956,6068.339197,True,15,2002,October
Ghost Ship,Horror,False,35.0,68.349884,5.0,5.3,13.955376,91.0,11,105,326.928991,0.0,2282.759779,True,9,2002,October
I Spy,Action,False,70.0,33.561137,1.0,5.2,10.404277,97.0,9,10,3749.042868,335.687404,4985.10556,True,4,2002,October
28 Days Later,Horror,True,5.0,82.71988499999998,2.0,7.1,17.656951,113.0,22,36,0.0,160.547953,0.0,True,11,2002,October
The Santa Clause 2,Fantasy,True,65.0,172.855065,3.0,5.5,5.205729,104.0,13,37,1191.54329,0.0,7803.021562,True,15,2002,October
Tadpole,Comedy,False,0.15,2.8912880000000003,4.0,5.5,9.203416,78.0,31,14,38.508913,0.0,0.0,True,7,2002,November
The Twilight Samurai,Action,True,5.0,7.338986999999999,1.0,7.5,4.281103,129.0,15,16,8.690428999999998,0.0,0.0,False,18,2002,November
Femme Fatale,Thriller,False,35.0,16.838910000000002,2.0,6.2,6.426438,114.0,19,20,899.609701,991.642567,133.76877100000002,True,11,2002,November
Desmundo,Drama,False,3e-06,3e-06,1.0,9.0,0.26507,101.0,9,5,0.0,0.0,0.0,False,8,2002,November
8 Mile,Drama,False,41.0,215.0,2.0,6.8,8.374355,110.0,19,92,159.30130099999997,215.499764,2326.051302,True,5,2002,November
Harry Potter and the Chamber of Secrets,Adventure,True,100.0,876.688482,3.0,7.4,29.741452,161.0,61,141,2929.4266500000003,2472.998266,976.47555,True,33,2002,November
Die Another Day,Adventure,True,140.0,431.971116,1.0,5.8,12.996474,133.0,21,7,2334.414575,150.691981,1443.718888,True,13,2002,November
The Quiet American,Drama,False,30.0,27.674124,3.0,6.5,8.230447,101.0,42,15,1580.0120510000002,790.3133,2985.006144,True,16,2002,November
Friday After Next,Comedy,True,20.0,33.526835,1.0,6.0,5.794821,85.0,12,12,601.5999449999999,0.0,5580.45538,True,15,2002,November
Treasure Planet,Adventure,False,140.0,109.578115,2.0,7.2,16.141913,95.0,28,39,118.224052,1017.68787,7975.876627,True,14,2002,November
Extreme Ops,Action,False,40.0,10.959475,3.0,5.0,2.947411,93.0,10,17,235.044982,50.206866,19801.428066,True,10,2002,November
Solaris,Drama,False,47.0,30.002758,2.0,5.9,10.642824,99.0,13,55,1461.768083,997.949277,14098.621679999998,True,7,2002,November
Villan,Action,False,0.5,0.5,1.0,6.7,0.4562100000000001,157.0,16,7,23.5,0.0,0.5,True,6,2002,December
Analyze That,Comedy,True,60.0,55.003135,6.0,5.7,9.927412,96.0,10,15,3503.515566,451.730256,2351.109663,True,11,2002,December
Empire,Action,False,4.0,18.591272,1.0,6.4,2.148655,90.0,11,2,1153.598889,0.0,659.179277,True,6,2002,December
House of Fools,Drama,False,2.5,0.057862,,5.7,0.8706450000000001,104.0,4,4,0.0,75.979769,,False,12,2002,December
Adaptation.,Comedy,False,19.0,32.801173,6.0,7.3,11.624481,114.0,25,18,2885.120203,22.863596,0.0,True,11,2002,December
Equilibrium,Action,False,20.0,5.359645,2.0,6.9,12.671637,107.0,19,81,367.493709,0.0,508.2386330000001,True,11,2002,December
Maid in Manhattan,Comedy,False,55.0,154.906693,1.0,5.6,7.291939,105.0,18,82,1754.426201,60.271062,0.0,True,15,2002,December
Drumline,Drama,False,20.0,57.588485,1.0,6.2,5.270187,118.0,15,9,176.71824700000002,3.0908620000000013,392.140384,True,8,2002,December
Star Trek: Nemesis,Science Fiction,True,60.0,67.312826,1.0,6.1,11.367801,117.0,18,19,1829.606237,224.336621,19812.387541,True,16,2002,December
About Schmidt,Drama,False,30.0,105.834556,2.0,6.7,11.066473,125.0,14,25,1824.384071,0.1531549999999981,5613.982215000001,True,12,2002,December
Gangs of New York,Drama,False,100.0,193.772504,3.0,7.1,14.922399,167.0,30,38,4548.705564,509.0504120000001,3012.941871,True,14,2002,December
Dark Blue,Action,False,15.0,9.23747,6.0,6.5,4.9840800000000005,118.0,17,22,949.603093,224.069123,5430.509852,True,8,2002,December
25th Hour,Crime,False,15.0,13.060842999999998,2.0,7.2,10.271871,135.0,18,27,824.936455,179.412041,61.295971,True,8,2002,December
The Lord of the Rings: The Two Towers,Adventure,True,79.0,926.2874,3.0,8.0,29.423537,179.0,34,36,2778.064808,904.0193380000002,904.0193380000002,True,30,2002,December
Hero,Drama,False,31.0,177.394432,2.0,7.3,9.861765,99.0,27,19,389.986272,0.2400930000000016,0.0,False,4,2002,December
Two Weeks Notice,Comedy,False,60.0,93.354918,4.0,5.9,7.738531,101.0,26,7,2866.3986,0.0,2406.112798,True,14,2002,December
Antwone Fisher,Drama,False,12.5,23.367586,2.0,6.7,10.944654,120.0,10,9,0.0,0.0,222.657913,True,13,2002,December
Catch Me If You Can,Drama,False,52.0,352.114312,3.0,7.7,19.833077,141.0,123,103,7367.868425000001,6002.713195,0.0,True,15,2002,December
Pinocchio,Comedy,False,40.0,41.323171,3.0,5.6,6.463613,108.0,6,12,643.218837,229.4,3206.714375,False,9,2002,December
Chicago,Action,False,45.0,306.776732,3.0,6.9,13.325347,113.0,20,13,1502.802013,0.0,3248.037546,True,7,2002,December
The Hours,Drama,False,25.0,41.59783,3.0,7.0,14.686487,114.0,19,18,2592.391061,110.0,19879.700367,True,8,2002,December
Confessions of a Dangerous Mind,Comedy,False,30.0,33.013805,3.0,6.6,11.331072,113.0,26,16,4262.25861,0.0,3554.814278,True,27,2002,December
Oldboy,Drama,True,3.0,14.980004999999998,2.0,8.0,10.616859,120.0,13,16,0.0,1.954937000000001,0.0,False,6,2003,January
The Mother,Drama,False,2.5,1.062253,,6.3,3.551063,112.0,10,1,3.2517939999999994,458.825442,,True,9,2003,January
Just Married,Comedy,False,18.0,101.564935,3.0,5.3,6.001151999999999,95.0,10,30,388.200815,52.970014000000006,14128.624438,True,11,2003,January
The Mudge Boy,Drama,False,0.8,0.062852,,7.3,7.137026,94.0,6,2,32.416585999999995,0.0,,True,11,2003,January
A Guy Thing,Comedy,False,20.0,17.432163,2.0,5.3,4.444724,101.0,16,11,300.43495399999995,0.0,1594.544216,True,9,2003,January
Tupac: Resurrection,Other,False,0.3,7.808524,2.0,8.0,2.409278,112.0,1,4,53.453114,0.0,19921.298197,True,18,2003,January
The Station Agent,Drama,False,0.5,8.679814,2.0,7.4,5.85469,88.0,15,16,0.1873489999999993,0.0,0.0,True,15,2003,January
Taxi 3,Action,True,14.5,65.497208,1.0,5.5,5.892859,82.0,33,7,182.983254,60.726164,0.0,False,5,2003,January
Whale Rider,Drama,False,8.0,41.4,1.0,7.1,11.040186,101.0,12,9,0.0,0.0,0.0,True,10,2003,January
Final Destination 2,Horror,True,26.0,90.426405,2.0,5.9,12.638573,90.0,31,88,66.981227,32.709423,5719.816771,True,17,2003,January
Biker Boyz,Action,False,24.0,23.510601,1.0,5.0,11.269558,110.0,8,24,760.3716750000001,0.0,0.0,True,9,2003,January
Shanghai Knights,Action,True,50.0,88.323487,5.0,6.0,7.469778,115.0,47,15,1179.82343,0.0,978.116852,True,15,2003,February
The Jungle Book 2,Family,True,20.0,135.68,4.0,5.6,10.605851,72.0,9,10,1931.149905,0.0,8085.454742,True,14,2003,February
How to Lose a Guy in 10 Days,Comedy,False,50.0,177.371441,1.0,6.3,5.188107,116.0,22,11,773.936284,260.20923,19929.106721,True,21,2003,February
"Good bye, Lenin!",Comedy,False,4.8,79.38488000000002,3.0,7.4,10.605595,121.0,16,39,0.0,0.0,0.0,False,14,2003,February
Daredevil,Fantasy,False,78.0,179.17971799999995,5.0,5.0,11.415558,103.0,73,196,2372.119291,18.25341499999999,14230.189373,True,9,2003,February
Gods and Generals,Drama,False,56.0,12.923936,3.0,6.1,5.3745629999999975,214.0,21,72,1592.911516,25.0,47.525929000000005,True,15,2003,February
The Life of David Gale,Drama,False,50.0,38.955598,5.0,7.3,9.930326,130.0,125,52,3638.375926,280.78386,0.0,True,18,2003,February
Old School,Comedy,False,24.0,87.05534899999998,2.0,6.6,16.195894,91.0,14,12,533.895978,119.754278,4868.117563,True,9,2003,February
Cradle 2 the Grave,Action,False,25.0,56.489558,2.0,5.8,8.364587,101.0,9,9,749.268641,170.995359,1526.376345,True,15,2003,February
Tears of the Sun,Action,False,70.0,85.632458,4.0,6.4,10.614987,121.0,31,138,3781.945765,124.081162,6159.270277,True,13,2003,March
Bringing Down the House,Comedy,False,20.0,132.675402,2.0,5.4,5.762343,105.0,59,10,1259.478412,135.95559799999998,0.0,True,20,2003,March
The Hunted,Drama,False,55.0,34.234008,2.0,6.0,7.481524,94.0,5,53,3658.952404,610.4577859999999,67.252356,True,9,2003,March
Agent Cody Banks,Action,True,28.0,58.795814,5.0,5.0,10.445141,102.0,21,50,52.970014,0.0,0.0,True,14,2003,March
Levity,Crime,False,7.5,0.209151,4.0,5.9,2.400607,100.0,6,5,2828.245732,0.0,218.053762,True,6,2003,March
Dreamcatcher,Drama,False,68.0,75.715436,5.0,5.2,7.694847,136.0,16,88,2008.120491,49.110838,2499.467716,True,12,2003,March
The Core,Action,False,60.0,74.208267,6.0,5.5,11.664861,136.0,54,222,853.5697700000001,366.288143,20106.478162,True,7,2003,March
A Man Apart,Action,False,36.0,44.350926,4.0,5.8,17.714247,109.0,15,17,1110.225998,114.354485,5810.243176,True,9,2003,April
Johnny English,Adventure,True,40.0,160.58301799999995,2.0,6.0,8.739991,88.0,17,11,741.0289150000001,76.19561000000002,17430.571643,True,13,2003,April
Fat Pizza,Comedy,False,0.4,7.888102000000001,,5.7,0.99099,96.0,9,7,0.0,0.0,,True,8,2003,April
Ghosts of the Abyss,Documentary,False,13.0,17.040871,3.0,7.1,4.835446,92.0,10,50,1209.48968,3095.604352,8221.134742,True,16,2003,April
House of 1000 Corpses,Horror,True,7.0,16.829545,2.0,6.0,11.00913,89.0,27,88,0.0,0.0,10.229330999999998,True,18,2003,April
House of the Dead,Horror,True,7.0,13.818181,4.0,2.8,5.701278,90.0,17,97,0.0,0.0,0.0,True,14,2003,April
Anger Management,Comedy,False,75.0,195.745823,3.0,5.9,9.409379,106.0,26,11,2367.1213660000003,207.089216,6244.902735,True,15,2003,April
A Mighty Wind,Comedy,False,6.0,18.750246,1.0,6.6,4.672036,91.0,20,11,65.30705699999999,0.1174630000000007,668.7038520000001,True,11,2003,April
Basic,Action,False,50.0,42.792561,2.0,6.2,14.327717000000002,98.0,17,58,4543.614269,1127.607739,86.35522899999998,True,5,2003,April
X2,Adventure,True,110.0,407.7115490000001,6.0,6.8,0.913096,133.0,31,28,3666.155202,319.6810949999999,14409.369091,True,2,2003,April
Identity,Mystery,False,30.0,90.259536,2.0,7.1,17.955897,90.0,22,28,822.02525,44.862187000000006,239.477283,True,8,2003,April
The Lizzie McGuire Movie,Family,False,17.0,55.534455,2.0,5.8,6.730857,94.0,24,8,58.795814,2.049595000000004,8238.175613,True,21,2003,April
Under the Tuscan Sun,Romance,False,18.0,58.878723,4.0,6.4,8.508008,113.0,18,20,765.853793,0.6142019999999988,0.0,True,17,2003,April
Daddy Day Care,Comedy,True,60.0,164.433867,3.0,5.6,6.504927,92.0,52,32,3572.74808,235.931672,6440.648558,True,12,2003,May
Saamy,Action,False,1e-06,3e-06,,5.8,0.43849,140.0,10,4,0.0,0.0,,False,5,2003,May
Down with Love,Action,False,35.0,20.298207,5.0,6.1,9.392508,101.0,42,20,2994.352431,90.449929,1444.784715,True,12,2003,May
Cowboys & Angels,Comedy,False,2.0,0.0337,1.0,5.9,1.188935,89.0,3,1,0.0,0.0,0.870751,False,14,2003,May
The Matrix Reloaded,Adventure,True,150.0,738.599701,5.0,6.7,16.229317,138.0,74,23,2484.322845,0.0,2575.183152,True,17,2003,May
Swimming Pool,Thriller,False,7.8,22.441323,6.0,6.5,14.481103,102.0,10,14,333.873033,0.0,44.551242,True,12,2003,May
Elephant,Drama,False,3.0,10.012022,2.0,7.0,6.447312,81.0,16,4,0.0,369.138195,17.287898,True,8,2003,May
Dogville,Crime,True,10.0,16.680836,19.0,7.6,9.808595,178.0,31,49,887.956,43.842412,0.0072350000000014,False,8,2003,May
The Barbarian Invasions,Comedy,False,8.0,3.432342,9.0,6.7,4.125182,99.0,39,29,0.0,0.0,0.0,False,21,2003,May
Bruce Almighty,Fantasy,True,80.0,484.572835,4.0,6.4,15.947524,101.0,11,124,2725.045268,793.312658,17591.154661,True,13,2003,May
"The Tulse Luper Suitcases, Part 1: The Moab Story",War,True,10.0,0.0258,,7.8,0.524432,127.0,68,11,0.0,1.750301,,True,41,2003,May
Finding Nemo,Animation,True,94.0,940.335536,1.0,7.6,25.497794,100.0,24,104,101.14094999999998,0.0,870.9209020000001,True,11,2003,May
The Italian Job,Action,False,60.0,176.070171,2.0,6.6,13.995044,110.0,22,115,2011.3903430000005,158.705411,0.0,True,13,2003,May
Wrong Turn,Horror,True,12.6,28.650575,7.0,6.0,14.079718,84.0,10,100,158.799813,0.0,39.768799000000016,True,9,2003,May
2 Fast 2 Furious,Action,True,76.0,236.350661,4.0,6.2,2.32462,107.0,40,105,312.8777379999999,273.019074,38.95559800000001,True,13,2003,June
Mambo Italiano,Comedy,False,4.361898,3.031801,1.0,5.6,2.873356,92.0,15,12,0.0,0.0,0.0,True,13,2003,June
Hollywood Homicide,Action,False,75.0,51.142659,2.0,5.0,11.080439,116.0,35,16,5989.046537,233.306593,6605.082425,True,17,2003,June
The Triplets of Belleville,Adventure,False,8.0,1.477676,3.0,7.3,8.35586,80.0,7,11,0.0,0.0,218.262913,False,23,2003,June
Dumb and Dumberer: When Harry Met Lloyd,Comedy,True,19.0,39.267515,1.0,4.1,9.280038,85.0,16,11,231.50534700000003,0.0,5854.594102000001,True,33,2003,June
Alex & Emma,Comedy,False,30.0,15.368897,4.0,5.0,5.236854,96.0,22,12,1190.1143969999998,652.0015530000001,150.607681,True,9,2003,June
Hulk,Drama,False,137.0,245.36048,4.0,5.3,15.422638,138.0,17,145,533.3538679999999,371.5790769999999,18075.727496,True,4,2003,June
From Justin to Kelly,Comedy,False,12.0,4.922166000000002,1.0,3.0,1.695369,90.0,52,30,0.0,123.794361,0.0,True,17,2003,June
Charlie's Angels: Full Throttle,Action,True,120.0,259.175788,4.0,5.2,7.821116,106.0,24,13,4233.980792,264.105545,6656.225084,True,28,2003,June
Terminator 3: Rise of the Machines,Action,True,200.0,435.0,6.0,5.9,20.818907,109.0,14,144,3509.435804,177.825559,6915.400872,True,29,2003,July
Sinbad: Legend of the Seven Seas,Family,False,60.0,26.28832,1.0,6.6,8.388773,86.0,13,30,4338.415856,0.0,0.0,True,27,2003,July
"Legally Blonde 2: Red, White & Blonde",Comedy,True,45.0,124.914842,3.0,5.2,7.288046,95.0,31,8,1359.486397,10.013424000000017,0.0,True,31,2003,July
Pirates of the Caribbean: The Curse of the Black Pearl,Adventure,True,140.0,655.011224,2.0,7.5,47.32666500000001,143.0,70,160,1291.082229,519.6113549999999,8293.710068,True,45,2003,July
Latter Days,Drama,False,0.85,0.819939,1.0,6.8,3.334942,107.0,11,2,46.082669,0.0,0.904451,True,10,2003,July
The League of Extraordinary Gentlemen,Fantasy,False,78.0,179.265204,5.0,5.7,10.488765,110.0,33,150,2704.65907,132.606279,14817.08064,True,33,2003,July
Veronica Guerin,Drama,False,17.0,1.569918,2.0,6.8,9.548519,98.0,28,23,1052.436136,1303.988442,2067.7683,True,14,2003,July
Bad Boys II,Adventure,True,130.0,273.339556,2.0,6.3,8.191436,147.0,21,163,3152.217731,1479.4901559999998,5018.666697,True,9,2003,July
Lara Croft Tomb Raider: The Cradle of Life,Action,True,95.0,156.50538799999995,7.0,5.5,13.076349,117.0,13,12,762.9120090000001,1100.61664,20180.686429,True,35,2003,July
Seabiscuit,Drama,False,87.0,148.336445,5.0,6.8,7.851669,141.0,12,60,767.095793,0.0,18321.087976,True,10,2003,July
Spy Kids 3-D: Game Over,Action,True,38.0,197.011982,1.0,4.7,8.025145,84.0,33,10,1371.750638,361.22384,513.598278,True,19,2003,July
Gigli,Drama,False,54.0,7.266209,3.0,3.5,11.415316,121.0,18,27,2699.967902,631.809437,0.0,True,5,2003,August
American Wedding,Comedy,True,55.0,231.449203,4.0,6.0,14.397139,103.0,15,110,755.9505410000002,31.15543500000001,18469.424421,True,15,2003,August
Bummer,Action,True,0.7,1.6,2.0,6.0,1.4001860000000002,110.0,10,3,0.0,0.0,0.0,False,6,2003,August
Freaky Friday,Comedy,False,26.0,110.230332,3.0,6.0,7.867999,97.0,34,29,1011.516429,11.050527000000002,8948.721292,True,12,2003,August
Jeepers Creepers 2,Horror,True,17.0,63.102666000000006,4.0,5.5,14.786032,104.0,16,106,65.514217,59.217789,5439.747322,True,16,2003,August
S.W.A.T.,Action,True,80.0,116.643346,5.0,5.8,13.334952,117.0,16,100,2918.623815,0.0,201.189898,True,8,2003,August
Uptown Girls,Comedy,False,20.0,37.095657,2.0,6.1,5.555088,92.0,16,4,429.86198,137.78864,0.0,True,11,2003,August
Freddy vs. Jason,Horror,True,30.0,114.90883,7.0,5.8,14.015739000000002,97.0,43,154,238.142117,50.671864,5893.861617,True,14,2003,August
Tere Naam,Romance,False,1e-06,2e-06,1.0,6.4,1.280455,132.0,6,2,26.9,0.0,0.0,False,8,2003,August
Cabin Fever,Horror,True,1.5,30.553394,6.0,5.5,6.466688,93.0,13,62,145.437793,0.0,96.164024,True,10,2003,August
Thirteen,Crime,False,2.0,4.601043,4.0,6.6,14.379879,100.0,16,26,46.716933,0.0,259.017495,True,8,2003,August
